file	line	kind	marker	status	assessment	context	source
protocols/turnloop-zstd-decoder/Cargo.toml	32	cfg-selection	"[target.'cfg(not(target_arch = ""wasm32""))'.dev-dependencies]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"rand.workspace = true  [target.'cfg(not(target_arch = ""wasm32""))'.dev-dependencies] zstd.workspace = true criterion.workspace = true"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/Cargo.toml#L32
protocols/turnloop-zstd-decoder/UPSTREAM-README.md	12	doc-progress	It also provides a compressor which is usable, but it does not yet reach the speed, ratio or configurability of the original zstd library.	STILL TRUE — limitation or scoped statement	Still applies in stated scope; advanced parity, perf attribution, mobile/FreeBSD, fuzz and long soak are not implied by green bounded CI. See REMAINING_WORK.md.	 This crate contains a fully operational implementation of the decompression portion of the standard. It also provides a compressor which is usable, but it does not yet reach the speed, ratio or configurability of the original zstd library.  This crate is currently actively maintained.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/UPSTREAM-README.md#L12
protocols/turnloop-zstd-decoder/UPSTREAM-README.md	71	doc-progress	let data: &[u8] = todo!();	STILL TRUE — documentation placeholder	Example input placeholder in inherited upstream documentation; not executed I/O code. See open-code inventory.	```rust, no_run use ruzstd::encoding::{compress, compress_to_vec, CompressionLevel}; let data: &[u8] = todo!(); // Either let mut compressed = Vec::new();	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/UPSTREAM-README.md#L71
protocols/turnloop-zstd-decoder/UPSTREAM-README.md	71	open-code	let data: &[u8] = todo!();	STILL TRUE — example/comment placeholder	Documentation example or commented-out code, not executable production I/O.	```rust, no_run use ruzstd::encoding::{compress, compress_to_vec, CompressionLevel}; let data: &[u8] = todo!(); // Either let mut compressed = Vec::new();	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/UPSTREAM-README.md#L71
protocols/turnloop-zstd-decoder/UPSTREAM-README.md	93	doc-progress	"let mut source: &[u8] = todo!(""Get a reader from a File or any other source"");"	STILL TRUE — documentation placeholder	Example input placeholder in inherited upstream documentation; not executed I/O code. See open-code inventory.	"use ruzstd::io::Read;  let mut source: &[u8] = todo!(""Get a reader from a File or any other source""); let mut decoder = StreamingDecoder::new(&mut source).unwrap(); "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/UPSTREAM-README.md#L93
protocols/turnloop-zstd-decoder/UPSTREAM-README.md	93	open-code	"let mut source: &[u8] = todo!(""Get a reader from a File or any other source"");"	STILL TRUE — example/comment placeholder	Documentation example or commented-out code, not executable production I/O.	"use ruzstd::io::Read;  let mut source: &[u8] = todo!(""Get a reader from a File or any other source""); let mut decoder = StreamingDecoder::new(&mut source).unwrap(); "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/UPSTREAM-README.md#L93
protocols/turnloop-zstd-decoder/benches/decode_all.rs	1	cfg-selection	"#[cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"#[cfg(not(target_arch = ""wasm32""))] mod native { use criterion::{criterion_group, criterion_main, Criterion};"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/benches/decode_all.rs#L1
protocols/turnloop-zstd-decoder/benches/decode_all.rs	26	cfg-selection	"#[cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"} fn main() { #[cfg(not(target_arch = ""wasm32""))] native::run(); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/benches/decode_all.rs#L26
protocols/turnloop-zstd-decoder/src/bit_io/bit_reader.rs	107	cfg-selection	"#[cfg(feature = ""std"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"}  #[cfg(feature = ""std"")] impl std::error::Error for GetBitsError {} "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/bit_io/bit_reader.rs#L107
protocols/turnloop-zstd-decoder/src/bit_io/bit_reader_reverse.rs	165	cfg-selection	#[cfg(test)]	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	}  #[cfg(test)] mod test { 	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/bit_io/bit_reader_reverse.rs#L165
protocols/turnloop-zstd-decoder/src/bit_io/bit_writer.rs	215	cfg-selection	#[cfg(test)]	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	}  #[cfg(test)] mod tests { use super::BitWriter;	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/bit_io/bit_writer.rs#L215
protocols/turnloop-zstd-decoder/src/bit_io/bit_writer.rs	365	open-code	//     todo!();	STILL TRUE — example/comment placeholder	Documentation example or commented-out code, not executable production I/O.	// #[test] // fn catches_more_than_in_buf() { //     todo!(); // } }	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/bit_io/bit_writer.rs#L365
protocols/turnloop-zstd-decoder/src/decoding/block_decoder.rs	27	open-code	"Failed, //TODO put ""self.internal_state = DecoderState::Failed;"" everywhere an unresolvable error occurs"	STILL TRUE — inherited TODO	Retained upstream decoder/encoder optimization, state/error handling or test-coverage TODO. I17; not evidence that HTTP decoding is absent.	"ReadyToDecodeNextBody, #[allow(dead_code)] Failed, //TODO put ""self.internal_state = DecoderState::Failed;"" everywhere an unresolvable error occurs } "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/block_decoder.rs#L27
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	3	cfg-selection	"#[cfg(feature = ""hash"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"use crate::io::{Error, Read, Write}; use alloc::vec::Vec; #[cfg(feature = ""hash"")] use core::hash::Hasher; "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L3
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	15	cfg-selection	"#[cfg(feature = ""hash"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"pub window_size: usize, total_output_counter: u64, #[cfg(feature = ""hash"")] pub hash: twox_hash::XxHash64, }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L15
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	41	cfg-selection	"#[cfg(feature = ""hash"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"window_size, total_output_counter: 0, #[cfg(feature = ""hash"")] hash: twox_hash::XxHash64::with_seed(0), }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L41
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	52	cfg-selection	"#[cfg(feature = ""hash"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"self.dict_content.clear(); self.total_output_counter = 0; #[cfg(feature = ""hash"")] { self.hash = twox_hash::XxHash64::with_seed(0);"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L52
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	117	open-code	// TODO this can  be optimized further I think.	STILL TRUE — inherited TODO	Retained upstream decoder/encoder optimization, state/error handling or test-coverage TODO. I17; not evidence that HTTP decoding is absent.	let mut start_idx = start_idx; let mut copied_counter_left = match_length; // TODO this can  be optimized further I think. // Each time we copy a chunk we have a repetiton of length 'offset', so we can copy offset * iteration many bytes from start_idx while copied_counter_left > 0 {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L117
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	198	open-code	//TODO investigate if it is possible to return the std::vec::Drain iterator directly without collecting here	STILL TRUE — inherited TODO	Retained upstream decoder/encoder optimization, state/error handling or test-coverage TODO. I17; not evidence that HTTP decoding is absent.	/// At best call only if can_drain_to_window_size reports a 'high' number of bytes to reduce allocations pub fn drain_to_window_size(&mut self) -> Option<Vec<u8>> { //TODO investigate if it is possible to return the std::vec::Drain iterator directly without collecting here match self.can_drain_to_window_size() { None => None,	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L198
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	223	cfg-selection	"#[cfg(feature = ""hash"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"pub fn drain(&mut self) -> Vec<u8> { let (slice1, slice2) = self.buffer.as_slices(); #[cfg(feature = ""hash"")] { self.hash.write(slice1);"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L223
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	289	cfg-selection	"#[cfg(feature = ""hash"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"if n1 != 0 { let (written1, res1) = write_bytes(&slice1[..n1]); #[cfg(feature = ""hash"")] self.hash.write(&slice1[..written1]); drain_guard.amount += written1;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L289
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	300	cfg-selection	"#[cfg(feature = ""hash"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"if written1 == n1 && n2 != 0 { let (written2, res2) = write_bytes(&slice2[..n2]); #[cfg(feature = ""hash"")] self.hash.write(&slice2[..written2]); drain_guard.amount += written2;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L300
protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs	330	cfg-selection	#[cfg(test)]	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	}  #[cfg(test)] mod tests { use super::DecodeBuffer;	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/decode_buffer.rs#L330
protocols/turnloop-zstd-decoder/src/decoding/errors.rs	9	cfg-selection	"#[cfg(feature = ""std"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"use alloc::vec::Vec; use core::fmt; #[cfg(feature = ""std"")] use std::error::Error as StdError; "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/errors.rs#L9
protocols/turnloop-zstd-decoder/src/decoding/errors.rs	29	cfg-selection	"#[cfg(feature = ""std"")]"	STILL TRUE — decoder feature/target selection	N default/all-features compile/test; PW2/PW3 select decoder reuse, not the entire upstream native corpus. Native reference zstd and interop corpus branches are excluded on wasm; no-std-only combinations not separately verified. I14/I17.	"}  #[cfg(feature = ""std"")] impl StdError for FrameDescriptorError {} "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-zstd-decoder/src/decoding/errors.rs#L29
